search URL:,https://patents.google.com/?q=TAC%253d%28%28%E2%80%9Ccarbon+capture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Acapture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Atrap%2A%E2%80%9D+OR+%E2%80%9CCO2+capture%E2%80%9D+OR+%E2%80%9Ccarbon%2Aseparat%2A%E2%80%9D+OR+%E2%80%9CCO2+separat%2A%E2%80%9D+OR+%E2%80%9Ccaptur%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccaptur%2A+CO2%E2%80%9D+OR+%E2%80%9Cseparat%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cabsorb%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccompress%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccarbon%2Aabsor%2A%E2%80%9D+OR+%E2%80%9CCO2+absor%2A%E2%80%9D+OR+%E2%80%9Ccarbon%2Acompress%2A%E2%80%9D+OR+%E2%80%9CCO2+compress%2A%E2%80%9D+OR+%28%28%E2%80%9Csolvent+regenerat%2A%E2%80%9D+OR+%E2%80%9Csolvent+recover%2A%E2%80%9D%29+AND+%E2%80%9Ccarbon%E2%80%9D%29%29+%28%E2%80%9Ccarbon+storage%E2%80%9D+OR+%E2%80%9Ccarbon+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Astorage%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Asequest%2A%E2%80%9D+OR+%E2%80%9CCO2+storage%E2%80%9D+OR+%E2%80%9CCO2+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utilis%2A%E2%80%9D+OR+%E2%80%9CCO2+utiliz%2A%E2%80%9D+OR+%E2%80%9CCO2+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarboniz%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbonis%2A+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%28%28%E2%80%9Cleakage%E2%80%9D+OR+%E2%80%9Cmonitor%2A%22%29+AND+%28%22carbon+dioxide%E2%80%9D%29+AND+%28%22storage%22+OR+%22sequest%2A%22%29%29+OR+%E2%80%9Csequest%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cinject%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutiliz%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutilis%2A+carbon+dioxide%E2%80%9D%29%29&before=priority:20230731&after=priority:20130101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-107209164-A,Methane value calculating method and methane value determine device ,理研计器株式会社,"小岛谦, 小岛谦一, 石黑智生",2015-07-22,2016-03-11,2017-09-26,,https://patents.google.com/patent/CN107209164A/en,
CN-104496099-B,Sodium sulfate wastewater method of comprehensive utilization in coal tar processing and device ,华东理工大学,"白志山, 杨晓勇, 范智, 彭勃, 焦鹏",2014-11-19,2014-11-19,2016-08-24,2016-08-24,https://patents.google.com/patent/CN104496099B/en,
CN-108706825-A,A method of processing coal chemical industrial waste water containing phenol ,华南理工大学,"杨思宇, 谭扬通, 陈博坤, 钱宇",2018-05-31,2018-05-31,2018-10-26,,https://patents.google.com/patent/CN108706825A/en,
WO-2020176471-A1,Catalytic plasmonic nanomaterial ,"Aquaneers, Inc.","Youssef M. Habib, Abraham Ulman",2019-02-25,2020-02-25,2020-09-03,,https://patents.google.com/patent/WO2020176471A1/en,
CN-103990370-A,Method for reducing emission of thermal power generation smoke CO2 and subsidiarily producing superfine nanometer CaCO3 from thermal power generation smoke CO2 ,天津滨瀚环保科技发展有限公司,"马敬环, 赵祈涵",2014-06-06,2014-06-06,2014-08-20,,https://patents.google.com/patent/CN103990370A/en,
WO-2020142207-A1,Reactive inhibition of pore structure collapse during pyrolytic formation of carbon molecular sieves ,"Exxonmobil Research And Engineering Company, Georgia Tech Research Corporation","Yao Ma, Melinda Jue, Ryan Lively, Dhaval BHANDARI",2018-12-31,2019-12-17,2020-07-09,,https://patents.google.com/patent/WO2020142207A1/en,
US-10196574-B2,"Industrial production plant having minimal emission of greenhouse gases, in particular emission of carbon dioxide, and method for the operation thereof ",Mitsubishi Hitachi Power Systems Europe Gmbh,"Christian Bergins, Torsten Buddenberg, Efthymia-Ioanna Koytsoumpa",2014-09-01,2015-07-31,2019-02-05,2019-02-05,https://patents.google.com/patent/US10196574B2/en,https://patentimages.storage.googleapis.com/b4/f6/24/6363dcce25b4be/US10196574-20190205-D00000.png
CN-105111045-A,Method for synthesizing lower alcohol by coke oven gas and secondarily producing natural gas and liquid ammonia ,赛鼎工程有限公司,"李晓, 张庆庚, 崔晓曦, 曹会博, 马英民, 王军亭",2015-07-31,2015-07-31,2015-12-02,,https://patents.google.com/patent/CN105111045A/en,
CN-112232603-A,Virtual power plant optimal scheduling method considering electricity-to-gas coordination ,华东交通大学,"孙惠娟, 彭春华, 刘昀",2020-12-08,2020-12-08,2021-01-15,,https://patents.google.com/patent/CN112232603A/en,https://patentimages.storage.googleapis.com/16/7f/fa/0b097d57c33b81/201204153354.png
CN-103553845-A,Technology for preparing soil loosening and adjusting fertilizer through treatment of grass carbon ash strong alkali wastewater in straw burning power plant ,叶绍朋,叶绍朋,2013-10-26,2013-10-26,2014-02-05,,https://patents.google.com/patent/CN103553845A/en,
CN-110624363-B,Pressurization regeneration method for capturing carbon dioxide in flue gas by alcohol amine method ,"中国石油化工股份有限公司, 中石化南京化工研究院有限公司","毛松柏, 郭本帅, 陈曦, 汪东, 季燕, 叶宁, 丁雅萍",2019-09-12,2019-09-12,2022-03-25,2022-03-25,https://patents.google.com/patent/CN110624363B/en,https://patentimages.storage.googleapis.com/5d/ee/4a/da982422739ade/190912153644.png
CN-105546545-A,Environmental protection emission treatment system for industrial solid wastes ,苏州新区环保服务中心有限公司,"姜照东, 朱敬宇, 王青, 徐寒静",2016-01-29,2016-01-29,2016-05-04,,https://patents.google.com/patent/CN105546545A/en,
CN-110160795-A,A kind of exhaust treatment system and its test method of gasoline engine machine frame ,武汉东测科技有限责任公司,"张希, 王世超",2019-05-27,2019-05-27,2019-08-23,,https://patents.google.com/patent/CN110160795A/en,
CN-110368713-A,One kind ten thousand upgrades supercritical carbon dioxide extraction system ,青岛利和萃取股份有限公司,"张永昌, 张立华, 王斌, 赵楠, 丁邵玉, 赵辉",2019-08-22,2019-08-22,2019-10-25,,https://patents.google.com/patent/CN110368713A/en,
CN-113236426-B,Transcritical based CO2Multi-mode combined power cycle system and method ,南京航空航天大学,"葛浩, 岳晨, 范育新, 于文博, 姚尚军",2021-05-31,2021-05-31,2022-04-08,2022-04-08,https://patents.google.com/patent/CN113236426B/en,https://patentimages.storage.googleapis.com/04/85/e1/937881ec7eabd7/210530085720.png
CN-105996028-B,"Ginger extract, ginger fiber and preparation method of ginger extract and ginger fiber ",湖南和广生物科技有限公司,"曾健青, 李英奇",2016-05-18,2016-05-18,2017-05-10,2017-05-10,https://patents.google.com/patent/CN105996028B/en,
CN-110005486-A,"A kind of zero carbon emission cold, heat electric shaft producting device and working method based on full thermal cycle ",江苏科技大学,"杨兴林, 张倩文, 江卫玉, 朱科俊, 李洁, 单敬伟",2019-03-20,2019-03-20,2019-07-12,,https://patents.google.com/patent/CN110005486A/en,
CN-103819365-A,CO2 gas-striping parallel /serial connection medium-pressure urea energy-saving and yield-increasing novel technology ,"王庆锋, 居晓","王庆锋, 居晓",2014-02-17,2014-02-17,2014-05-28,,https://patents.google.com/patent/CN103819365A/en,https://patentimages.storage.googleapis.com/32/25/bd/fe05320b792dfb/HSA0000101137670000011.png
WO-2019125293-A1,Chemical processing of struvite ,Easymining Sweden Ab,"Yariv Cohen, Patrik ENFÄLT, John SVÄRD",2017-12-19,2018-12-18,2019-06-27,,https://patents.google.com/patent/WO2019125293A1/en,
WO-2019182284-A1,"Carbon dioxide utilization system, and complex power generation system comprising same ",울산과학기술원,"김건태, 김창민, 김정원",2018-03-19,2019-03-13,2019-09-26,,https://patents.google.com/patent/WO2019182284A1/en,https://patentimages.storage.googleapis.com/96/38/ee/8336ac1108f5f4/PCTKR2019002896-appb-D000001.png
CN-113214857-B,Biomass two-stage hydrothermal energy production circulating system and method ,中南大学,"冷立健, 张伟进, 李海龙, 陈杰, 胡迎超, 杨丽红",2021-05-10,2021-05-10,2022-07-15,2022-07-15,https://patents.google.com/patent/CN113214857B/en,https://patentimages.storage.googleapis.com/eb/8c/e9/25a769c17f99da/HDA0003057561760000011.png
CN-105822901-A,Pipeline for capturing and utilizing CO2 produced through metallurgy and laying working method of pipeline ,济南科慧页岩化工技术有限公司,"萧漫子, 王宗刚, 梁凯丽, 姜云康",2016-05-29,2016-05-29,2016-08-03,,https://patents.google.com/patent/CN105822901A/en,
CN-106640416-A,Low speed marine diesel engine EGR cooler S-CO2 and ORC combined cycle waste heat utilization system ,哈尔滨工程大学,"张文平, 禇阵豪, 曹贻鹏, 张新玉, 明平剑, 柳贡民, 国杰, 赵晓臣",2016-11-28,2016-11-28,2017-05-10,,https://patents.google.com/patent/CN106640416A/en,
CN-105727697-A,Solar photovoltaic refrigeration assisted hydrate method carbon capture system ,天津大学,"李颖玲, 李振维, 刘一楠, 李敏霞, 何俊楠, 赵睿凯, 邓帅, 赵力",2016-03-23,2016-03-23,2016-07-06,,https://patents.google.com/patent/CN105727697A/en,
CN-107089644-A,A kind of carbon dioxide discharge-reduction and the apparatus and method of comprehensive utilization ,南京百润化工有限公司,"江南, 徐龙伢, 孙海兵, 林毓勇, 朱向学, 肖镱, 王涛, 陈福存, 黄敏, 江起培, 严正芳, 李刚, 王翔, 李旭东",2017-05-22,2017-05-22,2017-08-25,,https://patents.google.com/patent/CN107089644A/en,
CN-113813774-A,Carbon capture-algae/plant culture carbon fixation system ,国家电投集团科学技术研究院有限公司,"刘浩, 刘艳红, 吕锡嘉",2021-08-27,2021-09-24,2021-12-21,,https://patents.google.com/patent/CN113813774A/en,https://patentimages.storage.googleapis.com/91/7b/82/f29c0c8089b4cd/HDA0003278273930000011.png
CN-105646865-A,Rapid synthesis method for carbon dioxide storage material ,内蒙古工业大学,"张建斌, 郭波, 赵天翔, 李强, 李立华, 沙峰, 张飞",2014-10-24,2014-10-24,2016-06-08,,https://patents.google.com/patent/CN105646865A/en,
AU-2020202329-A1,Enhanced Biomass-based CO2 Sequestration ,Inter Earth Pty Ltd,Howard William Carr,2019-04-02,2020-04-01,2020-10-22,,https://patents.google.com/patent/AU2020202329A1/en,
CN-113058369-A,Low-temperature waste heat power generation system for capturing sintering waste gas in steel mill by using dry method CO2 ,江苏鲸能零碳科技有限公司,"刘兴, 朱瑞贺",2021-05-11,2021-05-11,2021-07-02,,https://patents.google.com/patent/CN113058369A/en,https://patentimages.storage.googleapis.com/47/58/36/402fec7dc9ab20/HDA0003059922100000011.png
CN-212505091-U,Intermittent carbon dioxide capture and conversion coupling device ,西安交通大学,"朱建军, 徐德全, 黄少轩, 王梓程, 刘师承, 李娜, 周屈兰",2020-05-20,2020-05-20,2021-02-09,2021-02-09,https://patents.google.com/patent/CN212505091U/en,https://patentimages.storage.googleapis.com/2c/5b/5d/5d2ef70c8d29c4/HDA0002500782850000011.png
CN-110778485-B,Compressed air energy storage power generation system and method coupled with supercritical carbon dioxide circulation ,东方电气集团东方汽轮机有限公司,"袁晓旭, 张小波, 魏小龙, 覃小文, 杨佐卫, 张文祥, 张晓丹, 周帅, 李应超, 周刚, 涂霜",2019-10-10,2019-10-10,2021-06-08,2021-06-08,https://patents.google.com/patent/CN110778485B/en,https://patentimages.storage.googleapis.com/fb/c7/57/86e4baeaaea517/HDA0002227389200000011.png
CN-217367796-U,Seawater type carbon capture and sealing device ,广西鼎实环境修复有限公司,"陈伟贤, 黄智奎, 青兆松, 冯松林",2022-05-11,2022-05-11,2022-09-06,2022-09-06,https://patents.google.com/patent/CN217367796U/en,https://patentimages.storage.googleapis.com/9c/75/db/8553b5550c4aa2/1.png
CN-114781763-A,"Port carbon emission prediction method and system under multiple scenes, computing equipment and storage medium ",交通运输部规划研究院,"张永林, 王人洁, 李悦, 李晓易, 吴睿, 徐洪磊, 郑超蕙, 张利国, 李明君",2022-06-21,2022-06-21,2022-07-22,,https://patents.google.com/patent/CN114781763A/en,https://patentimages.storage.googleapis.com/da/3c/d3/fca42128920449/220607175727.png
WO-2021129925-A1,Turbo exhaust gas co2 capture ,Kirchner Energietechnik GmbH,"Wolfgang Kirchner, Hans Walter Kirchner",2019-12-23,2019-12-23,2021-07-01,,https://patents.google.com/patent/WO2021129925A1/en,
US-2021146300-A1,"System for carbon sequestration, stabilization of active alkaline solid waste, and a phenomenological approach to calculate carbonation effectiveness ",Zayed University,"Abdel-Mohsen Onsy Mohamed, Maisa Mabrouk El-Gamal, Suhaib HAMEEDI",2019-11-14,2019-11-14,2021-05-20,,https://patents.google.com/patent/US20210146300A1/en,https://patentimages.storage.googleapis.com/10/af/f9/311b5bd0c77028/US20210146300A1-20210520-D00000.png
CN-113521967-A,Carbon capture peak regulation coupling device and method ,"中国华能集团清洁能源技术研究院有限公司, 华能国际电力股份有限公司","王焕君, 郭东方, 刘蓉, 范金航, 汪世清, 牛红伟, 刘练波, 郜时旺",2021-08-16,2021-08-16,2021-10-22,,https://patents.google.com/patent/CN113521967A/en,https://patentimages.storage.googleapis.com/6f/17/9b/d099ed210b0185/HDA0003213371090000011.png
CN-107266289-A,A kind of apparatus and method of utilization carbon dioxide production normal propyl alcohol ,南京百润化工有限公司,"江南, 徐龙伢, 孙海兵, 林毓勇, 朱向学, 肖镱, 王涛, 陈福存, 黄敏, 江起培, 严正芳, 李刚, 王翔, 李旭东",2017-05-22,2017-05-22,2017-10-20,,https://patents.google.com/patent/CN107266289A/en,
CN-114788992-A,Carbon capture system and power plant boiler steam turbine system coupled with carbon capture system ,"国家电投集团远达环保股份有限公司, 重庆远达烟气治理特许经营有限公司科技分公司","吴其荣, 刘舒巍, 喻江涛, 郑武生, 彭双群, 刘智春, 唐小健, 袁亮, 陈建宏, 甘霖, 杨和辰, 吴梦莉",2022-03-09,2022-03-09,2022-07-26,,https://patents.google.com/patent/CN114788992A/en,https://patentimages.storage.googleapis.com/d3/85/c4/45363ec8ac6a72/HDA0003539108410000011.png
CN-206492364-U,A kind of temp.-changing adsorption power-plant flue gas carbon trapping system of utilization intermediate extraction ,天津大学,"李双俊, 邓帅, 赵力, 赵睿恺, 何俊南, 刘楠, 刘一楠",2017-01-25,2017-01-25,2017-09-15,2017-09-15,https://patents.google.com/patent/CN206492364U/en,
CN-112479365-A,Sewage treatment system and process based on carbon capture energy recovery and for denitrification ,河南弘康环保科技有限公司,"李丰登, 孙长城, 桑书梅",2021-01-19,2021-01-19,2021-03-12,,https://patents.google.com/patent/CN112479365A/en,https://patentimages.storage.googleapis.com/a1/c3/63/6ad00db272fbce/210111205429.png
CN-114781756-A,Low-carbon optimized scheduling considering wind-light-carbon capture-electricity-to-gas comprehensive energy system ,"国网山东综合能源服务有限公司, 上海交通大学","王瑞琪, 梁慧媛, 周琪, 周卉, 张旭, 张晓峰, 艾芊",2022-05-24,2022-05-24,2022-07-22,,https://patents.google.com/patent/CN114781756A/en,https://patentimages.storage.googleapis.com/21/af/67/fc4ac013cb34f9/HDA0003660425420000011.png
CN-105889755-A,System and method for capturing and utilizing CO2 generated in metallurgical process ,济南科慧页岩化工技术有限公司,"萧漫子, 梁凯丽, 王宗刚, 姜云康",2016-05-29,2016-05-29,2016-08-24,,https://patents.google.com/patent/CN105889755A/en,
CN-210079163-U,LNG cold energy carbon capture system for gas turbine ,赫普科技发展（北京）有限公司,"杨豫森, 崔华, 陈辉",2019-03-20,2019-03-20,2020-02-18,2020-02-18,https://patents.google.com/patent/CN210079163U/en,https://patentimages.storage.googleapis.com/2e/82/4b/7d70a6023d41be/HDA0002001259970000011.png
CN-203075833-U,Carbon dioxide trapping and catalytic cyclic utilization device ,"程礼华, 沈宏良, 应惟白","程礼华, 沈宏良, 应惟白",2013-01-30,2013-01-30,2013-07-24,2013-07-24,https://patents.google.com/patent/CN203075833U/en,https://patentimages.storage.googleapis.com/1b/da/35/00f241d264e2dd/130129152447.png
CN-107141205-A,A kind of apparatus and method of the positive propionic aldehyde of utilization carbon dioxide production ,南京百润化工有限公司,"江南, 徐龙伢, 孙海兵, 林毓勇, 朱向学, 肖镱, 王涛, 陈福存, 黄敏, 江起培, 严正芳, 李刚, 王翔, 李旭东",2017-05-22,2017-05-22,2017-09-08,,https://patents.google.com/patent/CN107141205A/en,
CN-107744719-A,A kind of coal-burning power plant's flue gas carbon dioxide membrane trapping coupling microalgae carbon sequestration technique ,杨正山,杨正山,2017-11-24,2017-11-24,2018-03-02,,https://patents.google.com/patent/CN107744719A/en,
CN-114169727-A,Multi-energy-flow comprehensive energy low-carbon scheduling method considering carbon capture and electricity-to-gas coordination ,南昌大学,"朱自伟, 帅挽澜, 郭子君, 王凯, 屠沁琳, 陈乐飞",2021-11-30,2021-11-30,2022-03-11,,https://patents.google.com/patent/CN114169727A/en,https://patentimages.storage.googleapis.com/b5/da/22/c46c2fad066c19/HDA0003383253960000011.png
CN-114210176-A,Carbon dioxide capture process and simulation method coupled with heat recovery ,北京民利储能技术有限公司,穆世慧,2021-12-15,2021-12-15,2022-03-22,,https://patents.google.com/patent/CN114210176A/en,https://patentimages.storage.googleapis.com/68/13/8f/82a2765855bb6b/HDA0003411845850000011.png
EP-3498855-A1,Process for the cultivation of microalgae for the production of starch ,BIO-P S.r.l.,"Francesca Pagnanelli, Fabrizio DI CAPRIO",2017-12-12,2018-12-07,2019-06-19,,https://patents.google.com/patent/EP3498855A1/en,https://patentimages.storage.googleapis.com/67/4a/fe/c4480d5445da42/imgf0001.png
CN-105536467-A,Flue gas purification device and method combining photo-catalytic oxidization and double cyclic absorption ,华北电力大学（保定）,"赵毅, 郝润龙, 白艳英",2016-01-25,2016-01-25,2016-05-04,,https://patents.google.com/patent/CN105536467A/en,
CN-115841006-A,IEGS distributed low-carbon optimization control method based on gas network division ,福州大学,"邵振国, 林勇棋, 陈飞雄, 郑翔昊, 郭奕鑫",2022-11-29,2022-11-29,2023-03-24,,https://patents.google.com/patent/CN115841006A/en,https://patentimages.storage.googleapis.com/7a/c4/2f/21dd7b13f91dc0/221129152924.png
CN-110474335-A,A kind of integrated energy system operation method based on interpretational criteria ,"国网江苏省电力有限公司徐州供电分公司, 国家电网有限公司","王志贺, 刘元园, 沈润, 渠卫东, 王晓辉, 耿伟, 张思义, 王菲, 肖伟",2019-09-18,2019-09-18,2019-11-19,,https://patents.google.com/patent/CN110474335A/en,
CN-105985910-A,Novel method and process for carbon supplement during microalgae culture ,华东理工大学,"施云海, 李伟, 李元广",2015-03-05,2015-03-05,2016-10-05,,https://patents.google.com/patent/CN105985910A/en,
CN-106076073-B,A kind of energy utility system of solar energy and geothermal energy united power plant low-carbon emission ,天津大学,"赵军, 孙太尉, 王甫, 严晋跃",2016-07-28,2016-07-28,2019-01-11,2019-01-11,https://patents.google.com/patent/CN106076073B/en,
CN-113321688-B,Bifunctional catalyst and method for preparing cyclic carbonate and polycarbonate by using same in external loop reaction process ,大连理工大学,"任伟民, 吕小兵, 李明燃",2021-06-10,2021-06-10,2022-03-29,2022-03-29,https://patents.google.com/patent/CN113321688B/en,https://patentimages.storage.googleapis.com/48/cf/11/d1e739205d4b7f/HDA0003109795200000011.png
CN-109847657-A,A kind of the fluidized bed pyrolysis reacting furnace and reaction method of fuse salt heat supply ,华中科技大学,"杨海平, 李建, 陈应泉, 杨晴, 张�雄, 胡俊豪, 王贤华, 张世红, 陈汉平",2019-01-22,2019-01-22,2019-06-07,,https://patents.google.com/patent/CN109847657A/en,
BR-102016000015-A2,carbon dioxide sequestration and advanced oil recovery apparatus and process ,Paulo Cesar Ribeiro Lima,César Ribeiro Lima Paulo,2016-01-04,2016-01-04,2018-07-17,,https://patents.google.com/patent/BR102016000015A2/en,
